question,answer,french_question
"A paper company decides to operate their business more sustainably. They decide that for every tree they chop down, they want to plant three more. If the company chops down 200 trees in the first half of the year and 300 more trees in the second half of the year, how many more trees does the company need to plant?","How many trees has the company chopped down? ** The company has chopped down a total of 200 + 300 = <<200+300=500>>500 trees throughout the year.
How many trees does the company need to plant? ** They plant 3 trees for every tree they chop so they need to plant 500 trees * 3 = <<500*3=1500>>1500 trees.
#### 1500","Une entreprise de papier décide d'exploiter plus durablement son entreprise. Ils décident que pour chaque arbre qu'ils coupent, ils veulent en planter trois autres. Si l'entreprise réduit 200 arbres au premier semestre et 300 arbres supplémentaires au second semestre, combien d'arbres l'entreprise a-t-il besoin pour planter?"
"Emery looks through the drawer where her mom keeps the cookie cutters. There are 6 cookie cutters shaped like triangles, 4 square ones and 2 hexagons. How many sides are there on the cookie cutters in total?","How many sides are there on the 6 triangles? ** The 6 triangles have 3 sides each, for a total of 6 * 3 = <<6*3=18>>18 sides.
How many sides are there on the 4 squares? ** The 4 squares have 4 sides each, for a total of 4 * 4 = <<4*4=16>>16 sides.
How many sides are there on the 2 hexagons? ** The 2 hexagons have 6 sides each, for a total of 2 * 6 = <<2*6=12>>12 sides.
How many sides are there in total? ** The total numbers of sides is 18 + 16 + 12 = <<18+16+12=46>>46 sides.
#### 46","Emery regarde à travers le tiroir où sa maman garde les emporte-pièces. Il y a 6 emporte-pièces en forme de triangles, 4 carrés et 2 hexagones. Combien de côtés y a-t-il sur les emporte-pièces au total?"
Tonya is buying Christmas gifts for her sisters. She has 2 sisters and wants to spend the exact same amount on each. She buys her younger sister 4 dolls that cost $15 each. She plans to buy lego sets for her older sister. They cost $20 each. How many lego sets does she buy?,"How much did she spend on her younger sister? ** She spent $60 on her younger sister because 4 x 15 = <<4*15=60>>60
How many lego sets does she buy? ** She buys 3 lego sets for her older sister because 60 / 20 = <<60/20=3>>3
#### 3",Tonya achète des cadeaux de Noël pour ses sœurs. Elle a 2 sœurs et veut dépenser exactement le même montant pour chacun. Elle achète sa sœur cadette 4 poupées qui coûtent 15 $ chacune. Elle prévoit d'acheter des ensembles LEGO pour sa sœur aînée. Ils coûtent 20 $ chacun. Combien d'ensembles LEGO achète-t-elle?
"Every day, Sara bakes 10 cakes and puts them in his refrigerator. He does this for 5 days. Carol then comes over and eats 12 of his cakes. If it takes 2 cans of frosting to frost a single cake, how many cans of frosting does Bob need to frost the remaining cakes?","How many cakes has Sara baked? ** After 5 days, Sara has baked 5 days * 10 cakes/day = <<5*10=50>>50 cakes.
How many cakes are left? ** After Carol's feast, there are 50 cakes - 12 cakes = <<50-12=38>>38 cakes remaining.
How many cans of frosting does Sara need? ** Sara needs 2 cans/cake * 38 cakes = <<2*38=76>>76 cans of frosting.
#### 76","Chaque jour, Sara cuit 10 gâteaux et les met dans son réfrigérateur. Il le fait pendant 5 jours. Carol vient ensuite et mange 12 de ses gâteaux. S'il faut 2 canettes de glaçage pour givrer un seul gâteau, combien de canettes de glaçage Bob a-t-elle besoin pour givrer les gâteaux restants?"
"In Mary's class, there are 25 students. Their teacher told them they could pay $50 each to finance a big science project that they and their society would benefit greatly from. They all paid the full amount except for 4 students, who paid half. How much was the class able to gather together?","How much did the 4 students pay? ** The original amount is $50 so half is $50/2 = $<<50/2=25>>25
How much did the 4 students pay? ** 4 students paid half ($25) for a total of 4*$25 = $<<4*25=100>>100
How many students are left? ** There are 25-4 = <<25-4=21>>21 students left
How much did the 21 students pay? ** 21 students paid the full amount ($50) for a total of 21*$50 = $<<21*50=1050>>1050
How much was the class able to gather together? ** They were able to gather a total of $100+$1050 = $<<100+1050=1150>>1150
#### 1150","Dans la classe de Mary, il y a 25 étudiants. Leur professeur leur a dit qu'ils pouvaient payer 50 $ chacun pour financer un grand projet scientifique dont eux et leur société bénéficieraient grandement. Ils ont tous payé le montant total à l'exception de 4 étudiants, qui ont payé la moitié. Combien la classe a-t-elle pu se réunir?"
"Elise is buying more dog food. She buys a 15kg bag then another 10kg bag, and she now has 40kg of dog food. How many kilograms of dog food did Elise already have?","How many kilograms of dog food did Elise buy? ** Elise has bought a total of 15 kg + 10 kg = <<15+10=25>>25kg of dog food.
How many kilograms of dog food did Elise already have? ** This means she already had 40 kg – 25 kg = <<40-25=15>>15kg of dog food.
#### 15","Elise achète plus de nourriture pour chiens. Elle achète un sac de 15 kg puis un autre sac de 10 kg, et elle a maintenant 40 kg de nourriture pour chiens. Combien de kilogrammes de nourriture pour chiens avait déjà eu?"
There are 18 green leaves on each of the 3 tea leaf plants. One-third of them turn yellow and fall off on each of the tea leaf plants.  How many green leaves are left on the tea leaf plants?,"How many green leaves are on the 3 tea leaf plants? ** In total, the 3 tea leaf plants have 18 x 3 = <<18*3=54>>54 green leaves.
How many yellow leaves are falling off of all plants? ** One-third of the yellow leaves falling off of all plants is 54 / 3 = <<54/3=18>>18.
How many green leaves are left on the plants? ** The number of remaining green leaves on the plants is 54 - 18 = <<54-18=36>>36.
#### 36",Il y a 18 feuilles vertes sur chacune des 3 plantes à feuilles de thé. Un tiers d'entre eux deviennent jaunes et tombent sur chacune des plantes à feuilles de thé.  Combien de feuilles vertes reste-t-elle sur les plantes à feuilles de thé?
John received 20 gifts on his 12th birthday.  He received 8 fewer gifts on his 13th birthday.  How many total gifts did he receive between those two birthdays?,"How many gifts did John get on his 13th birthday? ** He got 20-8=12 gifts on his 13th birthday
How many total gifts did John receive between those two birthdays? ** So he got 20+12=<<20+12=32>>32 total gifts
#### 32",John a reçu 20 cadeaux à son 12e anniversaire.  Il a reçu 8 cadeaux de moins à son 13e anniversaire.  Combien de cadeaux totaux a-t-il reçu entre ces deux anniversaires?
Tom decides to renovate a house.  There are 3 bedrooms and each bedroom takes 4 hours to renovate.  The kitchen takes 50% longer than each bedroom.  The living room took twice as much time as everything else combined.  How long did everything take?,"How long did the kitchen take? ** The kitchen took 4 * .5 = <<4*.5=2>>2 hours longer than the bedrooms
How long did the kitchen take? ** So the kitchen took 4 + 2 = <<4+2=6>>6 hours
How long did the bedrooms take? ** The bedrooms took 3 * 4 = <<3*4=12>>12 hours
How long did the kitchen and bedrooms take? ** So the kitchen and bedrooms combined took 12 + 6 = <<12+6=18>>18 hours
How long did the living room take? ** The living room took 18 * 2 = <<18*2=36>>36 hours
How long did everything take? ** So everything took a total of 18 + 36 = <<18+36=54>>54 hours
#### 54",Tom décide de rénover une maison.  Il y a 3 chambres et chaque chambre prend 4 heures à rénover.  La cuisine prend 50% de plus que chaque chambre.  Le salon a pris deux fois plus de temps que tout le reste combiné.  Combien de temps tout a duré?
"Gary manages two Amazon distribution centers. The first center processes 10000 packages per day, and the second center processes three times that volume. If Amazon makes 5 cents of profit per package, how much profit per week do the two centers make combined?","How many packages does the second center process per day? ** First find how many packages the second center processes per day: 10000 packages/day * 3 = <<10000*3=30000>>30000 packages/day
How many packages does the second center process per day? ** Then add the packages the first center processes: 30000 packages/day + 10000 packages/day = <<30000+10000=40000>>40000 packages/day
How much profit does Amazon make per day? ** Then multiply the number of packages by Amazon's profit per package to find Amazon's daily profit: 40000 packages/day * $0.05/package = $2000/day
How much profit does Amazon make per week? ** Then multiply the daily profits by the number of days in a week to find the weekly profits: $2000/day * 7 days/week = $<<2000*7=14000>>14000/week
#### 14000","Gary gère deux centres de distribution Amazon. Le premier centre traite 10000 packages par jour, et le deuxième centre traite trois fois ce volume. Si Amazon fait 5 cents de profit par package, combien de bénéfices par semaine les deux centres font-ils combinés?"
"In his company, Kenzo has 80 office chairs with five legs each and 20 round tables with three legs each. If after a month 40% of the chairs are damaged and have to be disposed of, calculate the total number of legs of furniture Kenzo has remaining in his company.","How many chairs are disposed of after they're found to be damaged? ** The number of chairs that are disposed of after they're found to be damaged is 40/100*80 = <<40/100*80=32>>32.
How many chairs are in good condition in Kenzo's company? ** The number of chairs in good condition in Kenzo's company is 80-32 = <<80-32=48>>48
How many legs do the 48 chairs have? ** The 48 chairs have 48*5 = <<48*5=240>>240 legs.
How many legs do the round tables have? ** The round tables also have 20*3 = <<20*3=60>>60 legs.
How many legs does the furniture in Kenzo's company have? ** In total, the furniture in Kenzo's company has 60+240 = <<60+240=300>>300 legs.
#### 300","Dans son entreprise, Kenzo a 80 chaises de bureau avec cinq jambes chacune et 20 tables rondes avec trois jambes chacune. Si après un mois, 40% des chaises sont endommagées et doivent être éliminées, calculez le nombre total de jambes de meubles que Kenzo reste dans son entreprise."
"Randy had $3,000. Smith gave him another $200. Randy then gave Sally $1,200 and kept the rest. What was the value, in dollars, of the rest?","How much money did Randy have, after Smith gave him $200? ** After Smith gave him $200, Randy had 3000+200=<<3000+200=3200>>3200 dollars.
What was the value of the rest? ** The value of the rest of the money is 3200-1200=<<3200-1200=2000>>2000 dollars.
#### 2000","Randy avait 3 000 $. Smith lui a donné 200 $ supplémentaires. Randy a ensuite donné à Sally 1 200 $ et a gardé le reste. Quelle était la valeur, en dollars, du reste?"
"Arlene hiked 24 miles on Saturday, carrying a 60-pound backpack. She is exactly 5 feet tall. She spent 6 hours hiking. The temperature during the day was 60 degrees Fahrenheit. What was Arlene's average hiking pace, in miles per hour?","How many miles did Arlene hike? ** She hiked 24 miles.
How many hours did it take Arlene to hike? ** She spent 6 hours hiking.
What was Arlene's average hiking pace, in miles per hour? ** Her average pace was 24/6=<<24/6=4>>4 mph.
#### 4","Arlene a parcouru 24 miles samedi, portant un sac à dos de 60 livres. Elle mesure exactement 5 pieds de haut. Elle a passé 6 heures à faire de la randonnée. La température pendant la journée était de 60 degrés Fahrenheit. Quel était le rythme de randonnée moyen d'Arlene, en miles par heure?"
James paves a new parking lot.  It is 400 feet by 500 feet.  Only 80% of that is useable for parking.  It takes 10 square feet to park a car.  How many cars can be parked?,"How many square feet is the parking lot? ** The parking lot is 400*500=<<400*500=200000>>200,000
How many square feet are in the parking lot? ** There are 200,000*.8=<<200000*.8=160000>>160,000 square feet of parking space
How many cars can be parked? ** That means he can park 16,0000/10=16000 cars
#### 16000",James ouvre un nouveau parking.  C'est 400 pieds par 500 pieds.  Seulement 80% de cela est utilisable pour le stationnement.  Il faut 10 pieds carrés pour garer une voiture.  Combien de voitures peuvent être garées?
Emma buys 2 containers of milk every school day for lunch. She does not go to school on the weekends. How many containers of milk does she buy in 3 weeks?,"How many containers of milk does Emma buy in a week? ** There are 5 school days in a week: 5 days/week x 2 containers of milk/day = 10 containers of milk every week
How many containers of milk does Emma buy in 3 weeks? ** Finally the number of container for 3 weeks is 3 weeks x 10 containers/week = <<3*10=30>>30 containers
#### 30",Emma achète 2 conteneurs de lait chaque jour d'école pour le déjeuner. Elle ne va pas à l'école le week-end. Combien de conteneurs de lait achète-t-elle en 3 semaines?
"If 24 out of every 60 individuals like football and out of those that like it, 50% play it, how many people would you expect play football out of a group of 250?","How many people play football? ** If 50% of individuals that like football play it, and there are 24 out of 60 individuals that like it, then 24*50% = 12 out of 60 individuals play it
How many people play football? ** If 12 individuals play it out of 60 individuals then that means only 12/60 = 1/5 or 20% play it
How many people would you expect play football? ** If 20% of individuals play football out of a group of 250 people, one would expect 250*20% = <<250*20*.01=50>>50 individuals to play it
#### 50","Si 24 individus sur 60 aiment le football et sur ceux qui l'aiment, 50% le jouent, combien de personnes vous attendriez-vous à jouer au football d'un groupe de 250?"
"Jacob has half the number of shoes Edward has. Edward has 3 times the number of shoes Brian has. If Brian has 22 pairs of shoes, how many pairs of shoes do they have in total?","How many pairs of shoes does Edward have? ** Edward has 3 * 22 = <<3*22=66>>66 pairs of shoes.
How many pairs of shoes does Jacob have? ** Jacob has 66 / 2 = <<66/2=33>>33 pairs of shoes.
How many pairs of shoes do they have in total? ** All of them have 22 + 66 + 33 = <<22+66+33=121>>121 pairs of shoes in total.
#### 121","Jacob a la moitié du nombre de chaussures qu'Edward a. Edward a 3 fois le nombre de chaussures que Brian a. Si Brian a 22 paires de chaussures, combien de paires de chaussures ont-elles au total?"
"Roberto recently received a 20% raise from his previous salary, which was already 40% higher than his starting salary. If Roberto's starting salary was $80,000, what is his current salary?","How much did Roberto's first raise increase his salary? ** Roberto has received 2 raises. On his first raise he received a 40% bump, therefore his new salary was $80,000 * 140% = $<<80000*140*.01=112000>>112,000
How much did Roberto's second raise increase his salary? ** On his second raise, Roberto received a 20% bump, therefore his current salary is $112,000 * 120% = $<<112000*120*.01=134400>>134,400
#### 134400","Roberto a récemment reçu une augmentation de 20% de son salaire précédent, qui était déjà 40% plus élevé que son salaire de départ. Si le salaire de départ de Roberto était de 80 000 $, quel est son salaire actuel?"
"Andy harvests all the tomatoes from 18 plants that have 7 tomatoes each. If he dries half the tomatoes and turns a third of the remainder into marinara sauce, how many tomatoes are left?","How many tomatoes are harvested? ** First find the total number of tomatoes harvested: 18 plants * 7 tomatoes/plant = <<18*7=126>>126 tomatoes
How many tomatoes are left undried? ** Then divide that number by 2 to find how many tomatoes are left undried: 126 tomatoes / 2 = <<126/2=63>>63 tomatoes
How many tomatoes are turned into sauce? ** Then divide that number by 3 to find how many tomatoes are turned into sauce: 63 tomatoes / 3 = <<63/3=21>>21 tomatoes
How many tomatoes are left? ** Then subtract that number from the number of undried tomatoes to find the remaining number of tomatoes: 63 tomatoes - 21 tomatoes = <<63-21=42>>42 tomatoes
#### 42","Andy récolte toutes les tomates de 18 plantes qui ont 7 tomates chacune. S'il sèche la moitié des tomates et tourne un tiers du reste en sauce marinara, combien de tomates reste-t-elle?"
"Jack is on the phone with a scammer who says the IRS will arrest Jack if he doesn't send them the codes from 6 $500 Best Buy gift cards and 9 $200 Walmart gift cards. After sending the codes for 1 Best Buy gift card and 2 Walmart gift cards, Jack wises up and hangs up. How many dollars' worth of gift cards can he still return?","How many Best Buy gift cards does Jack need to return? ** First find the number of Best Buy gift cards Jack needs to return: 6 cards - 1 cards = <<6-1=5>>5 cards
How much money does Jack get from Best Buy? ** Then multiply that number by the cost per card to find the total refund Jack gets from Best Buy: 5 cards * $500/card = $<<5*500=2500>>2500
How many Walmart gift cards does Jack need to return? ** Then find the number of Walmart gift cards Jack needs to return: 9 cards - 2 cards = <<9-2=7>>7 cards
How much money does Jack get from Walmart? ** Then multiply that number by the cost per card to find the total refund Jack gets from Walmart: 7 cards * $200/card = $<<7*200=1400>>1400
How much money does Jack get in total? ** Then add the two refunds to find his total refund amount: $2500 + $1400 = $<<2500+1400=3900>>3900
#### 3900","Jack est au téléphone avec un escroc qui dit que l'IRS arrêtera Jack s'il ne leur envoie pas les codes de 6 cartes-cadeaux Best Buy de 500 $ et 9 cartes-cadeaux Walmart de 200 $. Après avoir envoyé les codes pour 1 carte-cadeau Best Buy et 2 cartes-cadeaux Walmart, Jack se randonne et raccroche. Combien de dollars de cartes-cadeaux peut-il encore revenir?"
"Luna's monthly food budget is equal to 60% of her house rental budget while her phone bill budget is 10% of her food budget. If the total budget of house rental and food budget is $240, how much is Luna's total monthly budget to pay all those expenses?","Define a variable ** Let x be Luna's house rental budget.
Write an equation ** The total budget for house and food rental is represented by the equation x + (60x/100) = 240.
Simplify ** The equation becomes 100x + 60x = 24000 after multiplying each term by 100 to get rid of the fraction.
Combine like terms ** By combining like terms, the equation becomes 160x = 24000.
How much is Luna's house rental budget? ** Thus, the value of x is 24000/160 = <<24000/160=150>>150 which represents the house rental budget.
How much is Luna's food budget? ** So, Luna's food budget is $240 - $150 = $<<240-150=90>>90.
How much is Luna's phone bill budget? ** Her phone bill budget is $90 x 10/100 = $<<90*10/100=9>>9.
What is Luna's total monthly budget? ** Therefore, Luna's monthly budget for all those expenses is $240 (house and food) + $9 (phone) = $<<240+9=249>>249.
#### 249","Le budget alimentaire mensuel de Luna est égal à 60% de son budget de location de maison, tandis que son budget de facture de téléphone est de 10% de son budget alimentaire. Si le budget total de la location de maisons et du budget alimentaire est de 240 $, combien coûte le budget mensuel total de Luna pour payer toutes ces dépenses?"
"The student council sells scented erasers in the morning before school starts to help raise money for school dances. The local bookstore donated 48 boxes of erasers. There are 24 erasers in each box. If the student council sells the erasers for $0.75 each, how much money will they make?","How many erasers are there? ** There are 48 boxes x 24 erasers = <<48*24=1152>>1,152 erasers.
How much money will the student council make? ** The student council will make 1,152 erasers x $0.75 = $<<1152*0.75=864>>864.
#### 864","Le conseil des étudiants vend des gommers parfumées le matin avant que l'école ne commence à collecter des fonds pour les danses scolaires. La librairie locale a fait don de 48 boîtes d'effacements. Il y a 24 effacements dans chaque boîte. Si le conseil étudiant vend les gommers pour 0,75 $ chacun, combien d'argent vont-ils gagner?"
"Betty is 60 years old, and she is the oldest person in the family. Her daughter is 40 percent younger than she is, and her granddaughter is one-third her mother's age. How old is the granddaughter?","How old is Betty's daughter? ** Betty's daughter is 40/100 * 60 = <<40/100*60=24>>24 years younger than she is.
How old is Betty's daughter? ** That means her daughter is 60 - 24 = <<60-24=36>>36 years old.
How old is Betty's granddaughter? ** So the granddaughter is 1/3 * 36 = <<1/3*36=12>>12 years old.
#### 12","Betty a 60 ans et elle est la personne la plus âgée de la famille. Sa fille est à 40% plus jeune qu'elle, et sa petite-fille a un tiers de l'âge de sa mère. Quel âge a la petite-fille?"
"Joy fosters dogs.  The mom foster dog eats 1.5 cups of food, three times a day.  The puppies each eat 1/2 cup of food, twice a day.  There are 5 puppies.  How much food will Joy need for the next 6 days?","How many cups of food does the mom dog eat? ** The mom dog eats 1.5 cups of food * 3 = <<1.5*3=4.5>>4.5 cups per day.
How many cups of food will the mom dog need for the next 6 days? ** For 6 days the mom dog will need 6 * 4.5 cups = <<6*4.5=27>>27 cups of food.
How many cups of food do the puppies eat? ** The puppies eat 1/2 cup of food * 2 = <<1/2*2=1>>1 cup per day.
How many cups of food do the puppies eat? ** There are 5 puppies * 1 cup = <<5*1=5>>5 cups per day for the puppies.
How many cups of food will the puppies need for the next 6 days? ** For the 6 days, the puppies will need 5 cups * 6 = <<5*6=30>>30 cups of food.
How many cups of food will the dogs need for the next 6 days? ** Combined the dogs will need 27 cups + 30 cups = <<27+30=57>>57 cups.
#### 57","Joy favorise les chiens.  Le chien d'accueil maman mange 1,5 tasse de nourriture, trois fois par jour.  Les chiots mangent chacun 1/2 tasse de nourriture, deux fois par jour.  Il y a 5 chiots.  De combien de nourriture aura-t-elle besoin pour les 6 prochains jours?"
"There are 84 people waiting in line to ride a roller coaster at an amusement park.  The roller coaster has 7 cars, and each car seats 2 people.  How many times will the ride operator have to run the roller coaster to give everyone in line a turn?","How many people will each run hold? ** Each run will hold 7 * 2 = <<7*2=14>>14 people.
How many times will the ride have to run? ** The ride will have to run 84 / 14 = <<84/14=6>>6 times.
#### 6",Il y a 84 personnes qui font la queue pour faire des montagnes russes dans un parc d'attractions.  Les montagnes russes ont 7 voitures et chaque auto accueille 2 personnes.  Combien de fois l'opérateur de conduite devra-t-il exécuter les montagnes russes pour donner un tour à tout le monde?
"Rodney has 35 dollars more than Ian. Ian has half as much money as Jessica has. If Jessica has 100 dollars, how much more money does Jessica have than Rodney?","How much money does Ian have? ** Ian has 100/2 = <<100/2=50>>50 dollars.
How much money does Rodney have? ** Rodney has 50+35 = <<50+35=85>>85 dollars.
How much more money does Jessica have than Rodney? ** Jessica has 100-85 = <<100-85=15>>15 more dollars than Rodney.
#### 15","Rodney a 35 dollars de plus qu'Ian. Ian a à moitié autant d'argent que Jessica. Si Jessica a 100 dollars, combien d'argent Jessica a plus que Rodney?"
"Tracy, Michelle, and Kati take a road trip that is a total of 1000 miles.  Tracy drives 20 miles more than twice Michelle, and Michelle drives 3 times the amount that Katie drives. How many miles does Michelle drive?","Define a variable ** Let x represent the number of miles Kati drives
How many miles does Michelle drive? ** Michelle:3x
How many miles does Tracy drive? ** Tracy:20+2(3x)=20+6x
Write an equation ** Total:x+3x+20+6x=1000
Combine like terms ** 10x+20=1000
Subtract 20 ** 10x=980
Divide by 10 ** x=<<98=98>>98 miles
How many miles does Michelle drive? ** 3(98)=<<3*98=294>>294 miles
#### 294","Tracy, Michelle et Kati font un road trip d'un total de 1000 miles.  Tracy roule 20 miles de plus de deux fois Michelle et Michelle conduit 3 fois le montant que Katie conduit. Combien de miles Michelle conduit-elle?"
"Dale owns 4 sports cars. The red one can travel at twice the speed of the green one, but the green one can travel at 8 times the speed of the blue one.  The yellow one is broken and cannot move at all.  If the blue one can travel at a speed of 80 miles per hour, at what speed, in miles per hour, can the red car travel?","How fast can the green car travel? ** If the blue car can travel at 80 mph, then the green one can travel at 8*80=<<8*80=640>>640 mph
How fast can the red car travel? ** If the green car can travel at 640 mph, then the red can travel at 2*640=1280 mph
#### 1280","Dale possède 4 voitures de sport. Le rouge peut voyager à deux fois la vitesse du vert, mais celui vert peut voyager à 8 fois la vitesse du bleu.  Le jaune est cassé et ne peut pas bouger du tout.  Si le bleu peut voyager à une vitesse de 80 miles par heure, à quelle vitesse, en miles par heure, la voiture rouge peut-elle voyager?"
"Lilith originally had five dozen water bottles that she needed to sell at $2 each to get exactly enough money to buy her friend a birthday gift. However, at the store, Lilith realized she could not sell at $2 because the regular price was $1.85 per water bottle in her town, and she had to reduce her price to $1.85 as well to sell her water bottles. Calculate the total amount of money Lilith will have to find to buy her friend the birthday gift after selling her water bottles at the reduced cost.","How many water bottles did Lilith have? ** Lilith had 5 dozen water bottles, and since a dozen has 12 water bottles, the total number of water bottles she had was 12 bottles/dozen * 5 dozen = <<12*5=60>>60 bottles
How much money did Lilith need to sell her water bottles? ** To buy her friend the birthday gift, Lilith originally had to sell her water bottles for a total of 60 bottles * $2/bottle = $<<60*2=120>>120
How much money did Lilith have after selling her water bottles at the reduced price? ** When she reduced the price to $1.85 to meet the regular price, the total amount of money she had from the sales was $1.85/bottle * 60 bottles = $111
How much more money does Lilith need to buy her friend the birthday gift? ** To buy her friend the birthday gift, Lilith has to find $120 - $111 = $<<120-111=9>>9 more
#### 9","Lilith avait à l'origine cinq douzaines de bouteilles d'eau dont elle avait besoin pour vendre à 2 $ chacune pour obtenir assez d'argent pour acheter un cadeau d'anniversaire à son amie. Cependant, au magasin, Lilith s'est rendu compte qu'elle ne pouvait pas vendre à 2 $ parce que le prix régulier était de 1,85 $ par bouteille d'eau dans sa ville, et elle a dû réduire son prix à 1,85 $ pour vendre ses bouteilles d'eau. Calculez le montant total d'argent que Lilith devra trouver pour acheter à son ami le cadeau d'anniversaire après avoir vendu ses bouteilles d'eau au coût réduit."
"John pays for half the cost of raising a child.  It cost $10,000 a year for the first 8 years and then twice that much per year until the child is 18.  University tuition then costs $250,000.  How much did it cost?","How much did the first 8 years cost? ** The first 8 years cost 8*10,000=$<<8*10000=80000>>80,000
How much did the next 10 years cost? ** The next 18-8=<<18-8=10>>10 years
How much did the next 10 years cost? ** They cost 10000*2=$<<10000*2=20000>>20,000 per year
How much did the next 10 years cost? ** So they cost 20,000*10=$<<20000*10=200000>>200,000
How much did it cost? ** So the cost was 200,000+80,000=$<<200000+80000=280000>>280,000
How much did it cost? ** Adding in the cost of tuition brings the cost to 250,000+280,000=$<<250000+280000=530000>>530,000
How much did John pay? ** Since John pays for half the cost of raising the child, he pays $530000/2 = <<530000/2=265000>>265000
#### 265000","John paie la moitié du coût de l'éducation d'un enfant.  Cela a coûté 10 000 $ par an pendant les 8 premières années, puis deux fois par an jusqu'à ce que l'enfant soit de 18 ans. Les frais de scolarité universitaires coûtent alors 250 000 $.  Combien cela a-t-il coûté?"
"At a gym, the blue weights are 2 pounds each, and the green weights are 3 pounds each. Harry put 4 blue weights and 5 green weights onto a metal bar. The bar itself weighs 2 pounds. What is the total amount of weight, in pounds, of Harry's custom creation?","How many pounds do all the blue weights weigh? ** The blue weights weigh 4*2=<<4*2=8>>8 pounds
How many pounds do all the green weights weigh? ** The green weights weigh 5*3=<<5*3=15>>15 pounds
How many pounds do all the weights weigh? ** The weights weigh 8+15=<<8+15=23>>23 pounds.
What is the total amount of weight, in pounds, of Harry's custom creation? ** The total is then 23+2=<<23+2=25>>25.
#### 25","Dans un gymnase, les poids bleus pèsent 2 livres chacun et les poids verts mesurent 3 livres chacun. Harry a mis 4 poids bleus et 5 poids verts sur une barre métallique. La barre elle-même pèse 2 livres. Quelle est la quantité totale de poids, en livres, de la création personnalisée de Harry?"
"Cindy tosses 5 dimes into the wishing pond.  Eric flips 3 quarters into the pond.  Garrick throws in 8 nickels.  Ivy then drops 60 pennies in.  If Eric dips his hands into the water and pulls out a quarter, how much money, in cents, did they put into the pond?","How much money does Cindy put in? ** Cindy puts in 10 cents x 5 = <<10*5=50>>50 cents.
How much money does Eric put in? ** Eric puts in 3 x 25 cents = <<3*25=75>>75 cents.
How much money does Garrick put in? ** Garrick puts in 8 x 5 cents = <<8*5=40>>40 cents.
How much money does Ivy put in? ** Ivy puts in 60 x 1 cent = <<60*1=60>>60 cents.
How much money does Eric have left after pulling out a quarter? ** After Eric pulls out a quarter, he has still left in the pond, 75 - 25 = <<75-25=50>>50 cents.
How much money did they put into the pond? ** Together, they put into the pond, this amount of money, 50 + 50 + 40 + 60 = <<50+50+40+60=200>>200 cents
#### 200","Cindy jette 5 dimes dans l'étang de souhaits.  Eric retourne 3 quarts dans l'étang.  Garrick lance 8 nickels.  Ivy laisse entendre 60 centimes. Si Eric plonge ses mains dans l'eau et se retire un quart, combien d'argent, en cents, ont-ils mis dans l'étang?"
"Anthony and his friend Leonel read about the importance of keeping pets at home and decided to start adopting cats and dogs from the local rescue center. Anthony has 12 cats and dogs, 2/3 of which are cats. Leonel has half times as many cats as Anthony and seven more dogs than Anthony. How many animals in total do the two have?","How many cats does Anthony have? ** If Anthony has 12 pets, the number of cats is 2/3 * 12 pets = <<12*2/3=8>>8 cats
How many dogs does Anthony have? ** The number of dogs that Anthony have is 12 pets - 8 cats = <<12-8=4>>4 dogs
How many cats does Leonel have? ** Leonel has 1/2 * 8 cats = <<8*1/2=4>>4 cats.
How many dogs does Leonel have? ** If Leonel has seven more dogs than Anthony, then he has 4 dogs + 7 dogs = <<7+4=11>>11 dogs
How many animals in total do the two have? ** The total number of pets the two have is 11 dogs for Leonel + 4 cats for Leonel + 4 dogs for Anthony + 8 cats for Anthony = <<11+4+4+8=27>>27
#### 27","Anthony et son ami Leonel ont lu sur l'importance de garder les animaux de compagnie à la maison et ont décidé de commencer à adopter des chats et des chiens du centre de sauvetage local. Anthony a 12 chats et chiens, dont 2/3 sont des chats. Leonel a une demi-fois plus de chats qu'Anthony et sept chiens de plus qu'Anthony. Combien d'animaux au total les deux ont-ils?"
